Accident ID ,Type,Date,Speed,P Minor Injuries,P Serious Injuries,P Death Injuries,P Moderate Injuries,Road Lane,Road Surface, Vehicle Nationality,Class of License,Road Type,Lighting,Weather,Road Characteristics,Driver Fault,Governorate,Vehicle Category,Date of Accident,Number of Vehicles,Age of Driver, Gender
1571522,صدم,6/4/2017 16:23,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,6/4/2017 16:23,2,30,ذكر
1572066,صدم,8/4/2017 12:33,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/4/2017 12:33,2,73,ذكر
1572066,صدم,8/4/2017 12:33,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/4/2017 12:33,2,25,انثى
1572800,صدم,10/4/2017 8:18,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,10/4/2017 8:18,2,47,ذكر
1572800,صدم,10/4/2017 8:18,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,نقل مشترك,10/4/2017 8:18,2,37,ذكر
1573630,صدم,12/4/2017 11:28,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/4/2017 11:28,2,64,ذكر
1573630,صدم,12/4/2017 11:28,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/4/2017 11:28,2,34,انثى
1574531,صدم,4/14/2017 11:43,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم منحدر,التعامل مع المنعطفات بشكل خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/14/2017 11:43,1,26,انثى
1577831,صدم,4/18/2017 7:03,60,1,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/18/2017 7:03,3,24,ذكر
1577831,صدم,4/18/2017 7:03,60,1,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/18/2017 7:03,3,46,ذكر
1577831,صدم,4/18/2017 7:03,60,1,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/18/2017 7:03,3,33,ذكر
1577837,صدم,4/18/2017 7:19,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغيير المسرب بشكل خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/18/2017 7:19,2,45,انثى
1577837,صدم,4/18/2017 7:19,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة سادسة (أ),إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,ركوب متوسطة,4/18/2017 7:19,2,59,ذكر
1577914,صدم,4/18/2017 10:24,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/18/2017 10:24,2,45,ذكر
1577914,صدم,4/18/2017 10:24,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/18/2017 10:24,2,54,ذكر
1579433,صدم,4/19/2017 15:40,50,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/19/2017 15:40,2,19,ذكر
1579433,صدم,4/19/2017 15:40,50,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة سادسة (أ+ب),إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/19/2017 15:40,2,47,ذكر
1579477,صدم,4/19/2017 16:45,40,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة سادسة (أ),إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,حافلة,4/19/2017 16:45,2,49,ذكر
1579477,صدم,4/19/2017 16:45,40,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/19/2017 16:45,2,39,ذكر
1580364,صدم,4/21/2017 23:40,90,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامه المرورية,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/21/2017 23:40,2,,ذكر
1580364,صدم,4/21/2017 23:40,90,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/21/2017 23:40,2,57,ذكر
1580380,صدم,4/22/2017 1:44,50,1,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/22/2017 1:44,1,30,ذكر
1580382,صدم,4/22/2017 2:00,60,1,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامه المرورية,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/22/2017 2:00,1,52,ذكر
1580385,صدم,4/22/2017 2:22,70,2,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/22/2017 2:22,1,23,ذكر
1582091,صدم,4/26/2017 9:09,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/26/2017 9:09,2,30,ذكر
1582091,صدم,4/26/2017 9:09,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/26/2017 9:09,2,24,ذكر
1583091,صدم,4/28/2017 16:40,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/28/2017 16:40,2,27,ذكر
1583091,صدم,4/28/2017 16:40,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,نقل مشترك,4/28/2017 16:40,2,23,ذكر
1583240,صدم,4/29/2017 1:05,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/29/2017 1:05,2,27,ذكر
1583240,صدم,4/29/2017 1:05,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة سادسة (أ+ب),إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,نقل مشترك,4/29/2017 1:05,2,55,ذكر
1589498,صدم,2/5/2017 14:11,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/5/2017 14:11,2,65,ذكر
1589498,صدم,2/5/2017 14:11,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/5/2017 14:11,2,,
1590701,صدم,2/5/2017 23:03,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/5/2017 23:03,1,23,ذكر
1590738,صدم,3/5/2017 3:22,40,1,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,ليل واضاءة غير كافية,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/5/2017 3:22,1,53,ذكر
1591246,صدم,4/5/2017 12:27,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,شحن,4/5/2017 12:27,2,27,ذكر
1591246,صدم,4/5/2017 12:27,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/5/2017 12:27,2,21,ذكر
1599118,صدم,5/23/2017 16:19,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,0,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/23/2017 16:19,2,21,ذكر
1599118,صدم,5/23/2017 16:19,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/23/2017 16:19,2,36,ذكر
1600161,صدم,5/25/2017 18:21,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم منحدر,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/25/2017 18:21,2,41,ذكر
1600161,صدم,5/25/2017 18:21,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم منحدر,الرجوع بالمركبة الى الخلف المؤدي الى وقوع حادث,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/25/2017 18:21,2,27,ذكر
1607411,صدم,5/6/2017 11:26,40,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/6/2017 11:26,2,27,ذكر
1607411,صدم,5/6/2017 11:26,40,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة أولى,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,دراجة آلية,5/6/2017 11:26,2,29,ذكر
1607485,صدم,5/6/2017 11:24,40,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/6/2017 11:24,2,21,انثى
1607485,صدم,5/6/2017 11:24,40,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,اتخاذ السائق لمسرب خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/6/2017 11:24,2,62,ذكر
1607765,صدم,5/6/2017 20:20,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,تغيير المسرب بشكل خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/6/2017 20:20,1,29,ذكر
1607775,صدم,5/6/2017 20:45,50,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل واضاءة غير كافية,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/6/2017 20:45,2,22,ذكر
1607775,صدم,5/6/2017 20:45,50,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل واضاءة غير كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/6/2017 20:45,2,28,ذكر
1608351,صدم,7/6/2017 9:30,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم منحدر,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,نقل مشترك,7/6/2017 9:30,2,20,ذكر
1608351,صدم,7/6/2017 9:30,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم منحدر,لا يوجد,محافظة العاصمة عمان,حافلة,7/6/2017 9:30,2,38,ذكر
